processed_text,label,dominant_topic,topic_confidence,topic_keywords
updating,neutral,1,0.0004422494596766612,"game, nice, like, favourite, fun"
hello guess,neutral,5,0.0016114575330521154,"minecraft, love, play, please, like"
say almost run data storage space dont know,neutral,5,0.013000030559435622,"minecraft, love, play, please, like"
please mojang app support android version please ye kar mojang,neutral,5,0.03443593559009656,"minecraft, love, play, please, like"
server disconnected problem,neutral,5,0.030234505040890137,"minecraft, love, play, please, like"
thank truck wale uncle,neutral,5,0.005430619739449886,"minecraft, love, play, please, like"
accha,neutral,1,0.00029968266375048964,"game, nice, like, favourite, fun"
miss playing,neutral,5,0.010809245671316838,"minecraft, love, play, please, like"
minecraft java ko sasta kam sa kam,neutral,5,0.07325295904788559,"minecraft, love, play, please, like"
like,neutral,5,0.046195896317360534,"minecraft, love, play, please, like"
minecraft back problem,neutral,5,0.14578973590708943,"minecraft, love, play, please, like"
bugrock,neutral,5,0.0007598931736024596,"minecraft, love, play, please, like"
lag lot thats phone,neutral,5,0.014412655090760984,"minecraft, love, play, please, like"
ffr gti gftftftsu tg,neutral,1,0.0,"game, nice, like, favourite, fun"
app year app cheifs kiss,neutral,5,0.013237252611183014,"minecraft, love, play, please, like"
parkour civilization noone jump beef,neutral,1,0.0,"game, nice, like, favourite, fun"
ngl add custom skin back,neutral,5,0.013903932506087542,"minecraft, love, play, please, like"
cant update,neutral,5,0.040108645983154376,"minecraft, love, play, please, like"
join server mojang please fix want play friend,neutral,5,0.08030265604348288,"minecraft, love, play, please, like"
goat,neutral,5,0.0015993968981231543,"minecraft, love, play, please, like"
let play server friend,neutral,5,0.05514675861706628,"minecraft, love, play, please, like"
minecraft tablet uninstalled see needed updated went reinstall saying purchase need purchase already paid bunch bull scamers,neutral,5,0.04159286793164504,"minecraft, love, play, please, like"
need minecraft bedrock like java example buildplace block nether roof bedrock,neutral,5,0.06725814033689202,"minecraft, love, play, please, like"
cristo vive arrependamse e voltem para pai aquele que amou vocs primeiro senhor rei,neutral,5,0.0001094116351857675,"minecraft, love, play, please, like"
cant use shade pack solve,neutral,5,0.022205286760747678,"minecraft, love, play, please, like"
like cant play friend,neutral,5,0.086012546992117,"minecraft, love, play, please, like"
deja elegir skin para mi personajes cuando la imgenes cumplen con los requisitos adems intent instalar el juego en do celulares extra en uno se reinicia cada que quiero iniciar sesin mientras que en el otro se niega instalarlo cuando el celular cumple con todos los requisitos segu la soluciones que ofrece google pero nada sirvi nunca haba tenido tan mala experiencia jugando minecraft definitivamente son errores que solo la versin de android tiene,neutral,5,0.01582007679377969,"minecraft, love, play, please, like"
cost money,neutral,5,0.005362846003028919,"minecraft, love, play, please, like"
wala akong kalaro,neutral,1,0.00013191150144159378,"game, nice, like, favourite, fun"
minecraft responding please fix problem soon possible,neutral,5,0.09561359253393921,"minecraft, love, play, please, like"
dammiiii,neutral,1,0.0,"game, nice, like, favourite, fun"
nie wiem dam trzy gwiazdki bo po prostu mam mieszane uczucia z jednej strony fajna mona budowa wyobrani z drugiej bardzo szybko si nudzi kiedy po prostu miaam wicej zabawy radoci z tej gry teraz czuj e nie potrzebnie j kupiam lecz nie mog jej zwrci poniewa od zakupu miny ju dwa lata,neutral,3,0.00035248487092753,"best, ever, world, game, played"
minecraft,neutral,5,0.2787414282385015,"minecraft, love, play, please, like"
reason disconnect server,neutral,5,0.016600201945451247,"minecraft, love, play, please, like"
op,neutral,4,0.31218152546500394,"op, game, minecraft, ever, app"
remove beta version creaking update,neutral,5,0.015498367013404346,"minecraft, love, play, please, like"
could download tried every possible way download,neutral,5,0.02536802300494526,"minecraft, love, play, please, like"
app isnt installing,neutral,5,0.0074102998500830165,"minecraft, love, play, please, like"
nothing say legend,neutral,5,0.009558856258652042,"minecraft, love, play, please, like"
op,neutral,4,0.31218152546500394,"op, game, minecraft, ever, app"
please support basic shaders,neutral,5,0.01882396001883369,"minecraft, love, play, please, like"
play multiplayer friend,neutral,5,0.04311160740359746,"minecraft, love, play, please, like"
app can download want refund,neutral,5,0.023687843233314756,"minecraft, love, play, please, like"
bhi mera installe hua hai jiske karan apne friend jo minecraft hai unke sath nahi kel pa raha hu,neutral,5,0.052573033965827694,"minecraft, love, play, please, like"
op,neutral,4,0.31218152546500394,"op, game, minecraft, ever, app"
fy ryej,neutral,1,0.0,"game, nice, like, favourite, fun"
abhay,neutral,1,0.0,"game, nice, like, favourite, fun"
addons malfunction last update star,neutral,5,0.012898204222757562,"minecraft, love, play, please, like"
slove disconnect service problem please ya problem muzha bohot aarahi hai please solve karo,neutral,5,0.03478033876320694,"minecraft, love, play, please, like"
yeah make name go back minecraft instead minecraft play friend,neutral,5,0.13366891623062827,"minecraft, love, play, please, like"
support thafik tamil gaming,neutral,5,0.0020386023036107906,"minecraft, love, play, please, like"
dont like way always take home screen please fix dude nah fix mobile bedrock mixcraft pls,neutral,5,0.04473587471530741,"minecraft, love, play, please, like"
buy realm microsoft account make world play alone,neutral,5,0.02784206730941897,"minecraft, love, play, please, like"
cant dowload minecraft buy rupee written crome version sold seprately every time,neutral,5,0.08252318353934096,"minecraft, love, play, please, like"
mojang suck,neutral,5,0.011579883571394455,"minecraft, love, play, please, like"
dosent let friend world,neutral,5,0.031372776686369334,"minecraft, love, play, please, like"
wowwwwwww,neutral,1,0.0,"game, nice, like, favourite, fun"
skibidi sigma ohio gyatt alpha fantom,neutral,5,0.0006319661698485604,"minecraft, love, play, please, like"
u know gave star rating,neutral,5,0.008940161287534507,"minecraft, love, play, please, like"
take year update,neutral,5,0.016237071996524063,"minecraft, love, play, please, like"
reason cant leave beta version even thought opted beta tester,neutral,5,0.02293948667985489,"minecraft, love, play, please, like"
issue double tap everything menu crafting table,neutral,5,0.005677681346694943,"minecraft, love, play, please, like"
opppppppppppppp,neutral,1,0.0,"game, nice, like, favourite, fun"
poopoo fart,neutral,1,0.0,"game, nice, like, favourite, fun"
cnt doawnlod,neutral,1,0.0,"game, nice, like, favourite, fun"
installing pc,neutral,5,0.0034393113795831176,"minecraft, love, play, please, like"
still hold masterpice atleast,neutral,5,0.0054146862024531985,"minecraft, love, play, please, like"
chuuuuuuu,neutral,1,0.0,"game, nice, like, favourite, fun"
dont friend,neutral,5,0.0333544775491582,"minecraft, love, play, please, like"
opgame,neutral,1,0.0,"game, nice, like, favourite, fun"
minecraft yes,neutral,5,0.11662605495494721,"minecraft, love, play, please, like"
minecraft play freinds,neutral,5,0.11517315580621106,"minecraft, love, play, please, like"
add feature like minecraft java,neutral,5,0.11123353497948961,"minecraft, love, play, please, like"
zaid khokha,neutral,1,0.0,"game, nice, like, favourite, fun"
roblox,neutral,5,0.0033860984044584096,"minecraft, love, play, please, like"
pointer map,neutral,5,0.0014622571021109824,"minecraft, love, play, please, like"
app installed give money give money,neutral,5,0.014761079882507354,"minecraft, love, play, please, like"
theaf mincraft maine paisa de diye lekin fir bhi install nahi ho raha hai chor hai ye,neutral,5,0.009200191180099166,"minecraft, love, play, please, like"
leave beta,neutral,5,0.008176043189764903,"minecraft, love, play, please, like"
drain phone battery,neutral,5,0.012679897848286492,"minecraft, love, play, please, like"
dear mojang team please fix problem cant join server please solution reply please,neutral,5,0.0577607541922177,"minecraft, love, play, please, like"
fix problem sever join network fix problem,neutral,5,0.038601840604497145,"minecraft, love, play, please, like"
like forntine,neutral,5,0.046195896317360534,"minecraft, love, play, please, like"
please make parachute mlg noob recipe leather string iron nugget,neutral,5,0.020046433162375595,"minecraft, love, play, please, like"
problem face whenever try join server show disconnected server please solve problem,neutral,5,0.04389660096457551,"minecraft, love, play, please, like"
lumayan bisa survival perhari,neutral,3,0.0015625932167089981,"best, ever, world, game, played"
cant download,neutral,5,0.04728550322375321,"minecraft, love, play, please, like"
fukqt madhe bhetla ki,neutral,5,0.00077897019651495,"minecraft, love, play, please, like"
cant sign,neutral,5,0.026573097287997685,"minecraft, love, play, please, like"
omg thank much developer guy finally fixed enchanted armor bug sad use texture pack remove enchanted armor glint effect finally guy fixed problem complain game love bangladesh,neutral,5,0.02737271781941117,"minecraft, love, play, please, like"
mine always logging,neutral,5,0.0046572475863755755,"minecraft, love, play, please, like"
iron man,neutral,5,0.0008215281224302815,"minecraft, love, play, please, like"
wont install anymore,neutral,5,0.013590181000800354,"minecraft, love, play, please, like"
childhood everyone childhood,neutral,1,0.0027171700401653425,"game, nice, like, favourite, fun"
sadggktichfudu,neutral,1,0.0,"game, nice, like, favourite, fun"
add glass door please thank,neutral,5,0.024928724235524443,"minecraft, love, play, please, like"
jogo incrvel ano sendo minecrafter,neutral,5,4.29470543442225e-06,"minecraft, love, play, please, like"
minecraft beast cant stop play,neutral,5,0.10442205618340233,"minecraft, love, play, please, like"
made mistake deleted minecraft file didnt save file please something cure problem,neutral,5,0.060939312689408776,"minecraft, love, play, please, like"
fantastic game adventure,neutral,1,0.04109154840502078,"game, nice, like, favourite, fun"
beuitiful,neutral,1,0.0,"game, nice, like, favourite, fun"
saying problem minecraft,neutral,5,0.12169398416036808,"minecraft, love, play, please, like"
daba bahut achaa,neutral,1,0.0010581210120314257,"game, nice, like, favourite, fun"
vrey beatifull palac,neutral,1,0.0,"game, nice, like, favourite, fun"
like,neutral,5,0.046195896317360534,"minecraft, love, play, please, like"
dont even say anything,neutral,5,0.020721208343115322,"minecraft, love, play, please, like"
fix ghost touch know screen,neutral,5,0.01509276068509794,"minecraft, love, play, please, like"
customizable hud get jambled going window mode going back fullscreen,neutral,5,0.010317154724402547,"minecraft, love, play, please, like"
op minecraft minecraft,neutral,5,0.21977248832477164,"minecraft, love, play, please, like"
goat,neutral,5,0.0015993968981231543,"minecraft, love, play, please, like"
lag problem,neutral,5,0.02435183824631557,"minecraft, love, play, please, like"
doesnt let play friend,neutral,5,0.04234900218260588,"minecraft, love, play, please, like"
fix moddd,neutral,5,0.029233351851049555,"minecraft, love, play, please, like"
please mera minecraft download karbado tati hai,neutral,5,0.10579085711560791,"minecraft, love, play, please, like"
played year,neutral,5,0.01145705303337328,"minecraft, love, play, please, like"
cant even play server,neutral,5,0.06522785538003938,"minecraft, love, play, please, like"
problem installing,neutral,5,0.01702032936741806,"minecraft, love, play, please, like"
wither storm please sdd,neutral,5,0.021973323502287062,"minecraft, love, play, please, like"
seru,neutral,1,0.0,"game, nice, like, favourite, fun"
